room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
12901214,1473,45216194,Entire home/apt,,Dublin,,Dublin city and suburbs,36,4.0,7,2.0,,216.0,,2017-07-22 12:28:10.639009,53.341053,-6.274296,0101000020E6100000C8B1F50CE11819C0F299EC9FA7AB4A40
9637835,1473,42842441,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,5,3.0,,216.0,,2017-07-22 12:28:10.634295,53.337281,-6.286317,0101000020E6100000C4279D48302519C0F54718062CAB4A40
14166732,1473,4402987,Entire home/apt,,Dublin,,Dublin city and suburbs,14,5.0,8,4.0,,210.0,,2017-07-22 12:28:10.631439,53.319737,-6.274529,0101000020E6100000DF3653211E1919C01C295B24EDA84A40
2538926,1473,3279471,Entire home/apt,,Dublin,,Dublin city and suburbs,9,4.0,4,2.0,,210.0,,2017-07-22 12:28:10.623993,53.33674,-6.290847,0101000020E6100000118FC4CBD32919C0A5A0DB4B1AAB4A40
14139510,1473,10637665,Entire home/apt,,Dublin,,Dublin city and suburbs,24,4.5,5,2.0,,240.0,,2017-07-22 12:28:10.613970,53.323922,-6.274383,0101000020E610000040506EDBF71819C03B3AAE4676A94A40
18946484,1473,32291480,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,6,1.0,,240.0,,2017-07-22 12:28:10.611576,53.337261,-6.276363,0101000020E61000003C4CFBE6FE1A19C0AE9B525E2BAB4A40
17688615,1473,25744131,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,8,4.0,,246.0,,2017-07-22 12:28:10.606721,53.319374,-6.279793,0101000020E61000005299620E821E19C0AB984A3FE1A84A40
13632786,1473,2273966,Entire home/apt,,Dublin,,Dublin city and suburbs,54,4.0,6,2.0,,206.0,,2017-07-22 12:28:10.602219,53.349816,-6.273086,0101000020E610000059FB3BDBA31719C00BCF4BC5C6AC4A40
9524111,1473,34380975,Entire home/apt,,Dublin,,Dublin city and suburbs,140,4.5,5,2.0,,240.0,,2017-07-22 12:28:07.817173,53.345357,-6.268132,0101000020E6100000560BEC31911219C0EB387EA834AC4A40
19621813,1473,138009821,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,6,4.0,,252.0,,2017-07-22 12:27:59.204130,53.318228,-6.265822,0101000020E6100000B03A72A4331019C0F355F2B1BBA84A40
13093610,1473,72646561,Entire home/apt,,Dublin,,Dublin city and suburbs,43,4.5,6,3.0,,264.0,,2017-07-22 12:27:59.198389,53.336446,-6.291587,0101000020E610000048C153C8952A19C05D6F9BA910AB4A40
5939399,1473,30835566,Entire home/apt,,Dublin,,Dublin city and suburbs,12,5.0,4,3.0,,240.0,,2017-07-22 12:27:59.185891,53.333667,-6.28155,0101000020E610000055C1A8A44E2019C09160AA99B5AA4A40
1418666,1473,2769300,Entire home/apt,,Dublin,,Dublin city and suburbs,34,4.5,2,2.0,,240.0,,2017-07-22 12:27:39.286705,53.328606,-6.261924,0101000020E6100000672618CE350C19C07BA2EBC20FAA4A40
13565880,1473,45216194,Entire home/apt,,Dublin,,Dublin city and suburbs,12,4.0,7,3.0,,300.0,,2017-07-22 12:27:39.272092,53.331986,-6.26687,0101000020E61000005322895E461119C06C5D6A847EAA4A40
2415015,1473,234259,Entire home/apt,,Dublin,,Dublin city and suburbs,3,4.5,4,2.0,,210.0,,2017-07-22 12:27:39.268383,53.331681,-6.270771,0101000020E610000024D236FE441519C030DAE38574AA4A40
13566100,1473,45216194,Entire home/apt,,Dublin,,Dublin city and suburbs,21,4.0,8,4.0,,300.0,,2017-07-22 12:27:39.265649,53.332762,-6.266913,0101000020E61000004D8237A4511119C000ADF9F197AA4A40
6674154,1473,34930809,Entire home/apt,,Dublin,,Dublin city and suburbs,13,5.0,5,3.0,,293.0,,2017-07-22 12:27:39.260237,53.319753,-6.245821,0101000020E610000019AE0E80B8FB18C021E692AAEDA84A40
15281629,1473,60084857,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,7,3.0,,240.0,,2017-07-22 12:27:39.255791,53.318431,-6.264123,0101000020E6100000527C7C42760E19C02B84D558C2A84A40
15894521,1473,18860421,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,2,1.0,,228.0,,2017-07-22 12:27:35.988912,53.329149,-6.263362,0101000020E61000005F09A4C4AE0D19C06C41EF8D21AA4A40
17818039,1473,54082092,Entire home/apt,,Dublin,,Dublin city and suburbs,2,0.0,5,3.0,,216.0,,2017-07-22 12:27:35.978216,53.319795,-6.238714,0101000020E6100000AE635C7171F418C05036E50AEFA84A40
16625894,1473,35317158,Entire home/apt,,Dublin,,Dublin city and suburbs,11,4.5,4,2.0,,216.0,,2017-07-22 12:27:35.972010,53.326992,-6.268184,0101000020E6100000EA3D95D39E1219C0DD06B5DFDAA94A40
7324935,1473,20945624,Entire home/apt,,Dublin,,Dublin city and suburbs,9,4.0,4,2.0,,300.0,,2017-07-22 12:27:35.964633,53.333144,-6.262772,0101000020E6100000D237691A140D19C0E76D6C76A4AA4A40
15050588,1473,652295,Entire home/apt,,Dublin,,Dublin city and suburbs,18,5.0,6,3.0,,238.0,,2017-07-22 12:27:31.507555,53.331135,-6.27084,0101000020E610000068CBB914571519C0CEC7B5A162AA4A40
18150263,1473,12560203,Entire home/apt,,Dublin,,Dublin city and suburbs,1,0.0,4,2.0,,264.0,,2017-07-22 12:27:31.502909,53.331579,-6.266728,0101000020E6100000BFB51325211119C02B85402E71AA4A40
14172677,1473,61070564,Entire home/apt,,Dublin,,Dublin city and suburbs,10,4.5,4,2.0,,258.0,,2017-07-22 12:27:29.527337,53.328205,-6.261788,0101000020E6100000E5F04927120C19C01CB1169F02AA4A40
12353088,1473,25430422,Entire home/apt,,Dublin,,Dublin city and suburbs,22,5.0,6,2.0,,240.0,,2017-07-22 12:27:08.472648,53.338087,-6.252133,0101000020E61000002FF834272F0219C0F419506F46AB4A40
14702552,1473,40532750,Entire home/apt,,Dublin,,Dublin city and suburbs,17,4.0,8,2.0,,240.0,,2017-07-22 12:26:58.406612,53.344096,-6.274477,0101000020E61000004B04AA7F101919C09B5775560BAC4A40
11828276,1473,45216194,Entire home/apt,,Dublin,,Dublin city and suburbs,57,4.5,6,2.0,,216.0,,2017-07-22 12:26:58.402389,53.343425,-6.282093,0101000020E6100000DCB8C5FCDC2019C07DD0B359F5AB4A40
5497465,1473,28512569,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,6,3.0,,216.0,,2017-07-22 12:26:58.397902,53.353682,-6.284036,0101000020E6100000F08B4B55DA2219C08997A77345AD4A40
4990588,1473,1682649,Entire home/apt,,Dublin,,Dublin city and suburbs,41,5.0,4,2.0,,234.0,,2017-07-22 12:26:51.956359,53.345168,-6.296972,0101000020E6100000944F8F6D193019C018D00B772EAC4A40
11366798,1473,11083949,Entire home/apt,,Dublin,,Dublin city and suburbs,4,5.0,4,2.0,,240.0,,2017-07-22 12:26:51.950681,53.342848,-6.300237,0101000020E610000055320054713319C0DFBF7971E2AB4A40
9879776,1473,42932545,Entire home/apt,,Dublin,,Dublin city and suburbs,9,5.0,6,2.0,,240.0,,2017-07-22 12:26:43.208116,53.351156,-6.255898,0101000020E61000007E7214200A0619C0A8E507AEF2AC4A40
10676358,1473,24012187,Entire home/apt,,Dublin,,Dublin city and suburbs,19,4.5,6,3.0,,216.0,,2017-07-22 12:26:43.203616,53.35362,-6.270212,0101000020E61000006FF25B74B21419C0139B8F6B43AD4A40
5335821,1473,10039280,Entire home/apt,,Dublin,,Dublin city and suburbs,78,4.5,6,2.0,,216.0,,2017-07-22 12:26:43.200796,53.347796,-6.269878,0101000020E6100000BAA3FFE55A1419C0FED64E9484AC4A40
9570811,1473,18809571,Entire home/apt,,Dublin,,Dublin city and suburbs,19,4.5,4,2.0,,238.0,,2017-07-22 12:26:43.190584,53.350892,-6.259497,0101000020E6100000F4A3E194B90919C0CA367007EAAC4A40
19796365,1473,125150723,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,6,1.0,,240.0,,2017-07-22 12:26:28.536624,53.344836,-6.248153,0101000020E6100000FE9DEDD11BFE18C0E23D079623AC4A40
12244507,1473,200189,Entire home/apt,,Dublin,,Dublin city and suburbs,12,5.0,10,3.0,,300.0,,2017-07-22 12:26:23.678578,53.369441,-6.27348,0101000020E6100000B97020240B1819C09966BAD749AF4A40
15055615,1473,3974041,Entire home/apt,,Dublin,,Dublin city and suburbs,18,4.5,6,2.0,,240.0,,2017-07-22 12:26:16.008486,53.33183,-6.29502,0101000020E6100000E7A90EB9192E19C074EACA6779AA4A40
4030934,1473,13290926,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,5,2.0,,239.0,,2017-07-22 12:26:15.995648,53.34481,-6.26784,0101000020E6100000183E22A6441219C0B9AAECBB22AC4A40
17037215,1473,108264752,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,3,1.0,,240.0,,2017-07-22 12:26:13.153991,53.344902,-6.26431,0101000020E6100000E605D847A70E19C09929ADBF25AC4A40
14957777,1473,40532750,Entire home/apt,,Dublin,,Dublin city and suburbs,33,4.5,6,2.0,,240.0,,2017-07-22 12:26:13.150080,53.344835,-6.269284,0101000020E61000002158552FBF1319C012C2A38D23AC4A40
13571636,1473,77138853,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,5,3.0,,240.0,,2017-07-22 12:26:13.146149,53.334157,-6.278944,0101000020E610000065A9F57EA31D19C05F5D15A8C5AA4A40
13529626,1473,41983221,Entire home/apt,,Dublin,,Dublin city and suburbs,28,4.5,4,2.0,,240.0,,2017-07-22 12:26:13.143446,53.347288,-6.261971,0101000020E61000006D003620420C19C08925E5EE73AC4A40
18131792,1473,14232105,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,6,2.0,,300.0,,2017-07-22 12:26:13.141120,53.328419,-6.261078,0101000020E610000003D2FE07580B19C0483140A209AA4A40
5986332,1473,17418203,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,5,2.0,,300.0,,2017-07-22 12:26:13.138347,53.332185,-6.261013,0101000020E6100000CA52EBFD460B19C0639CBF0985AA4A40
8904823,1473,46575885,Entire home/apt,,Dublin,,Dublin city and suburbs,21,4.5,4,2.0,,216.0,,2017-07-22 12:26:13.129023,53.347887,-6.279684,0101000020E61000009CDB847B651E19C00EDAAB8F87AC4A40
15366730,1473,9717555,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,6,3.0,,239.0,,2017-07-22 12:26:13.120966,53.337581,-6.288608,0101000020E6100000B47405DB882719C02060ADDA35AB4A40
8580313,1473,26550260,Entire home/apt,,Dublin,,Dublin city and suburbs,38,4.5,6,2.0,,228.0,,2017-07-22 12:26:13.117852,53.337335,-6.26645,0101000020E6100000A913D044D81019C0E96514CB2DAB4A40
2520476,1473,11093812,Entire home/apt,,Dublin,,Dublin city and suburbs,11,5.0,6,3.0,,300.0,,2017-07-22 12:26:07.645212,53.334388,-6.281196,0101000020E610000066101FD8F11F19C06116DA39CDAA4A40
18176438,1473,2068233,Entire home/apt,,Dublin,,Dublin city and suburbs,18,5.0,4,2.0,,240.0,,2017-07-22 12:26:07.638247,53.340807,-6.268368,0101000020E6100000F52B9D0FCF1219C0BA9F53909FAB4A40
16968425,1473,70154490,Entire home/apt,,Dublin,,Dublin city and suburbs,9,5.0,12,3.0,,300.0,,2017-07-22 12:26:07.625539,53.343097,-6.294179,0101000020E610000010AE80423D2D19C0882D3D9AEAAB4A40
16807780,1473,21101056,Entire home/apt,,Dublin,,Dublin city and suburbs,3,5.0,2,1.0,,240.0,,2017-07-22 12:26:07.620111,53.341239,-6.273181,0101000020E6100000E78D93C2BC1719C0548F34B8ADAB4A40
15547135,1473,100050022,Entire home/apt,,Dublin,,Dublin city and suburbs,6,5.0,2,1.0,,227.0,,2017-07-22 12:26:03.462186,53.342689,-6.281767,0101000020E61000003E5E4887872019C077D9AF3BDDAB4A40
5394102,1473,10039280,Entire home/apt,,Dublin,,Dublin city and suburbs,56,4.5,6,2.0,,216.0,,2017-07-22 12:26:03.456477,53.34943,-6.269561,0101000020E6100000B51B7DCC071419C0E21E4B1FBAAC4A40
9299050,1473,25558254,Entire home/apt,,Dublin,,Dublin city and suburbs,118,5.0,10,4.0,,258.0,,2017-07-22 12:26:01.247953,53.336359,-6.237619,0101000020E610000005A2276552F318C08E5BCCCF0DAB4A40
13215958,1473,68350233,Entire home/apt,,Dublin,,Dublin city and suburbs,33,4.5,3,2.0,,300.0,,2017-07-22 12:26:01.241403,53.346507,-6.268533,0101000020E61000004A969350FA1219C0E46A64575AAC4A40
17037737,1473,108264752,Entire home/apt,,Dublin,,Dublin city and suburbs,5,5.0,4,1.0,,240.0,,2017-07-22 12:25:58.002734,53.344108,-6.267803,0101000020E61000002F151BF33A1219C05F251FBB0BAC4A40
6774891,1473,34908168,Entire home/apt,,Dublin,,Dublin city and suburbs,51,5.0,7,2.0,,288.0,,2017-07-22 12:25:55.797252,53.346002,-6.270704,0101000020E6100000E695EB6D331519C0E02C25CB49AC4A40
11585793,1473,12181967,Entire home/apt,,Dublin,,Dublin city and suburbs,101,4.0,8,2.0,,222.0,,2017-07-22 12:25:55.793146,53.346867,-6.262759,0101000020E61000002DEBFEB1100D19C0E4874A2366AC4A40
12142926,1473,28534443,Entire home/apt,,Dublin,,Dublin city and suburbs,42,4.5,6,2.0,,299.0,,2017-07-22 12:25:52.041851,53.346515,-6.279342,0101000020E6100000D09849D40B1E19C06649809A5AAC4A40
12286030,1473,66208075,Entire home/apt,,Dublin,,Dublin city and suburbs,15,5.0,5,2.0,,240.0,,2017-07-22 12:25:52.026145,53.35191,-6.283014,0101000020E6100000963D096CCE2119C053910A630BAD4A40
9312963,1473,5615034,Entire home/apt,,Dublin,,Dublin city and suburbs,10,4.5,5,2.0,,216.0,,2017-07-22 12:25:26.289135,53.33638,-6.235444,0101000020E61000005F28603B18F118C0A583F57F0EAB4A40
9324341,1473,44104279,Entire home/apt,,Dublin,,Dublin city and suburbs,7,4.0,4,2.0,,216.0,,2017-07-22 12:25:26.286492,53.3325,-6.246304,0101000020E6100000F67EA31D37FC18C0C3F5285C8FAA4A40
16047593,1473,10751281,Entire home/apt,,Dublin,,Dublin city and suburbs,2,0.0,7,2.0,,210.0,,2017-07-22 12:25:26.284405,53.349002,-6.238626,0101000020E6100000B4E6C75F5AF418C08A1EF818ACAC4A40
3654431,1473,18487672,Entire home/apt,,Dublin,,Dublin city and suburbs,2,0.0,4,2.0,,210.0,,2017-07-22 12:25:26.281710,53.339717,-6.228552,0101000020E6100000D7BD158909EA18C09772BED87BAB4A40
18783532,1473,87237953,Entire home/apt,,Dublin,,Dublin city and suburbs,2,0.0,4,2.0,,228.0,,2017-07-22 12:25:26.279682,53.348637,-6.242399,0101000020E61000001955867137F818C078962023A0AC4A40
15657706,1473,24687932,Entire home/apt,,Dublin,,Dublin city and suburbs,3,4.5,5,2.0,,240.0,,2017-07-22 12:25:23.821482,53.349776,-6.243111,0101000020E610000001310917F2F818C07D76C075C5AC4A40
6038560,1473,29939964,Entire home/apt,,Dublin,,Dublin city and suburbs,3,5.0,4,2.0,,234.0,,2017-07-22 12:25:23.813218,53.333023,-6.238035,0101000020E6100000A4367172BFF318C06CE8667FA0AA4A40
6922683,1473,12049815,Entire home/apt,,Dublin,,Dublin city and suburbs,3,4.5,4,2.0,,210.0,,2017-07-22 12:25:23.810742,53.34138,-6.22585,0101000020E6100000D734EF3845E718C016C1FF56B2AB4A40
8767709,1473,27253218,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,4,2.0,,240.0,,2017-07-22 12:25:23.808091,53.324992,-6.244569,0101000020E61000003276C24B70FA18C017BB7D5699A94A40
13414507,1473,3198678,Entire home/apt,,Dublin,,Dublin city and suburbs,6,5.0,5,2.0,,300.0,,2017-07-22 12:25:21.226940,53.33367,-6.244043,0101000020E61000005A457F68E6F918C002D4D4B2B5AA4A40
7064551,1473,27627928,Entire home/apt,,Dublin,,Dublin city and suburbs,1,0.0,6,3.0,,240.0,,2017-07-22 12:25:21.219302,53.336745,-6.22904,0101000020E610000043E7357689EA18C0B70BCD751AAB4A40
19816815,1473,128561727,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,4,2.0,,210.0,,2017-07-22 12:25:21.205991,53.328546,-6.246208,0101000020E6100000E50D30F31DFC18C0A69D9ACB0DAA4A40
16437324,1473,16417090,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,6,3.0,,210.0,,2017-07-22 12:25:18.617826,53.340939,-6.227595,0101000020E6100000B7EEE6A90EE918C029779FE3A3AB4A40
7599303,1473,39818846,Entire home/apt,,Dublin,,Dublin city and suburbs,12,4.5,6,3.0,,228.0,,2017-07-22 12:25:18.607005,53.337799,-6.222841,0101000020E6100000EDD45C6E30E418C08DCF64FF3CAB4A40
9726403,1473,40884266,Entire home/apt,,Dublin,,Dublin city and suburbs,7,4.5,6,2.0,,240.0,,2017-07-22 12:25:13.790166,53.341844,-6.237639,0101000020E61000003E0455A357F318C0BB2A508BC1AB4A40
6499397,1473,21090463,Entire home/apt,,Dublin,,Dublin city and suburbs,32,4.5,6,2.0,,222.0,,2017-07-22 12:25:03.206992,53.358257,-6.253669,0101000020E61000003E096CCEC10319C01348895DDBAD4A40
18171546,1473,34217484,Entire home/apt,,Dublin,,Dublin city and suburbs,7,4.5,5,3.0,,240.0,,2017-07-22 12:25:03.202312,53.361851,-6.257243,0101000020E6100000ED7F80B56A0719C03083312251AE4A40
15534707,1473,99926631,Entire home/apt,,Dublin,,Dublin city and suburbs,8,5.0,4,2.0,,208.0,,2017-07-22 12:25:03.195025,53.403634,-6.258747,0101000020E6100000A0C03BF9F40819C0DEC66647AAB34A40
11570753,1473,59623671,Entire home/apt,,Dublin,,Dublin city and suburbs,1,0.0,7,4.0,,240.0,,2017-07-22 12:25:00.359385,53.357349,-6.280056,0101000020E6100000BE310400C71E19C01021AE9CBDAD4A40
17494157,1473,61096645,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,2,1.0,,300.0,,2017-07-22 12:24:38.440952,53.336393,-6.273458,0101000020E61000007A51BB5F051819C03ACD02ED0EAB4A40
14217759,1473,86348208,Entire home/apt,,Dublin,,Dublin city and suburbs,1,0.0,5,2.0,,234.0,,2017-07-22 12:24:38.429162,53.349362,-6.278102,0101000020E61000000BCF4BC5C61C19C08A3BDEE4B7AC4A40
15753963,1473,26469714,Entire home/apt,,Dublin,,Dublin city and suburbs,7,5.0,6,3.0,,300.0,,2017-07-22 12:24:35.342846,53.36467,-6.268623,0101000020E61000004AD05FE8111319C089EAAD81ADAE4A40
17037161,1473,108264752,Entire home/apt,,Dublin,,Dublin city and suburbs,2,0.0,6,2.0,,246.0,,2017-07-22 12:24:35.337805,53.34546,-6.264686,0101000020E610000013D6C6D8090F19C0C009850838AC4A40
9045260,1473,28456747,Entire home/apt,,Dublin,,Dublin city and suburbs,11,4.5,4,2.0,,240.0,,2017-07-22 12:24:35.333590,53.34845,-6.23918,0101000020E6100000DB6D179AEBF418C0462575029AAC4A40
17952675,1473,37661430,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,6,2.0,,300.0,,2017-07-22 12:24:35.331535,53.340865,-6.275268,0101000020E6100000938AC6DADF1919C0EFACDD76A1AB4A40
17660950,1473,4373237,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,5,3.0,,240.0,,2017-07-22 12:24:35.326675,53.351118,-6.282893,0101000020E6100000BE11DDB3AE2119C0BA84436FF1AC4A40
11530553,1473,60810808,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,2,1.0,,306.0,,2017-07-22 12:24:35.316308,53.348737,-6.269551,0101000020E6100000986A662D051419C0DCF3FC69A3AC4A40
7326322,1473,35025079,Entire home/apt,,Dublin,,Dublin city and suburbs,21,5.0,2,1.0,,240.0,,2017-07-22 12:24:35.312845,53.352513,-6.288874,0101000020E6100000A8A8FA95CE2719C01A355F251FAD4A40
19170335,1473,33267678,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,7,4.0,,300.0,,2017-07-22 12:23:28.197041,53.324798,-6.252351,0101000020E61000009B73F04C680219C032E719FB92A94A40
14627079,1473,52430001,Entire home/apt,,Dublin,,Dublin city and suburbs,3,5.0,2,1.0,,300.0,,2017-07-22 12:23:25.981198,53.333039,-6.270033,0101000020E6100000F25CDF87831419C072A59E05A1AA4A40
4395310,1473,19491712,Entire home/apt,,Dublin,,Dublin city and suburbs,10,4.5,8,4.0,,359.0,,2017-07-22 12:50:36.823437,53.323318,-6.269347,0101000020E6100000541A31B3CF1319C0A41AF67B62A94A40
13792243,1473,42395355,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,4,2.0,,359.0,,2017-07-22 12:50:36.819969,53.330256,-6.246929,0101000020E610000066BCADF4DAFC18C065A71FD445AA4A40
9235121,1473,28741043,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,4,2.0,,348.0,,2017-07-22 12:50:35.240266,53.330942,-6.223097,0101000020E6100000C5573B8A73E418C0B96FB54E5CAA4A40
6041193,1473,31351723,Entire home/apt,,Dublin,,Dublin city and suburbs,26,4.5,6,2.0,,330.0,,2017-07-22 12:50:35.237543,53.334952,-6.268146,0101000020E61000007E3672DD941219C06ADD06B5DFAA4A40
1053992,1473,5089844,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,6,2.0,,359.0,,2017-07-22 12:50:35.234692,53.342948,-6.236397,0101000020E6100000747D1F0E12F218C0431D56B8E5AB4A40
4423190,1473,9969047,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,8,3.0,,480.0,,2017-07-22 12:50:35.226800,53.340115,-6.237752,0101000020E6100000003CA24275F318C084F068E388AB4A40
17114405,1473,16562102,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,3,1.0,,359.0,,2017-07-22 12:50:35.224444,53.344239,-6.247975,0101000020E610000004E78C28EDFD18C0FE80070610AC4A40
4413891,1473,22911715,Entire home/apt,,Dublin,,Dublin city and suburbs,9,5.0,4,2.0,,420.0,,2017-07-22 12:50:35.219464,53.344025,-6.237789,0101000020E6100000E964A9F57EF318C0D200DE0209AC4A40
4640726,1473,12268045,Entire home/apt,,Dublin,,Dublin city and suburbs,2,0.0,4,2.0,,359.0,,2017-07-22 12:50:35.216849,53.34433,-6.267418,0101000020E610000069723106D61119C00E84640113AC4A40
5931030,1473,10778549,Entire home/apt,,Dublin,,Dublin city and suburbs,6,5.0,7,4.0,,330.0,,2017-07-22 12:50:35.214770,53.262916,-6.2032,0101000020E610000055302AA913D018C02DCC423BA7A14A40
17976413,1473,11489507,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,8,4.0,,420.0,,2017-07-22 12:50:35.210425,53.285083,-6.140316,0101000020E6100000126C5CFFAE8F18C0A2D288997DA44A40
13523682,1473,36425743,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,7,0.0,,359.0,,2017-07-22 12:50:35.207613,53.35299,-6.24841,0101000020E610000058FFE7305FFE18C053E8BCC62EAD4A40
11445668,1473,54325582,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,4,2.0,,342.0,,2017-07-22 12:50:35.205419,53.331806,-6.224058,0101000020E6100000F1A0D9756FE518C0EC4E779E78AA4A40
18363418,1473,23383633,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,8,4.0,,358.0,,2017-07-22 12:50:35.203278,53.285267,-6.121543,0101000020E61000001D3BA8C4757C18C063D009A183A44A40
16701303,1473,93479399,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,5,2.0,,312.0,,2017-07-22 12:50:35.200971,53.279273,-6.215289,0101000020E610000012C138B874DC18C0F2D3B837BFA34A40
16980467,1473,97537513,Entire home/apt,,Dublin,,Dublin city and suburbs,1,0.0,4,2.0,,384.0,,2017-07-22 12:50:35.198687,53.332957,-6.291036,0101000020E6100000AAD55757052A19C0B5FCC0559EAA4A40
11218236,1473,58444278,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,4,2.0,,359.0,,2017-07-22 12:50:35.196485,53.336889,-6.244668,0101000020E6100000CB82893F8AFA18C0EAB0C22D1FAB4A40
17119798,1473,23810145,Entire home/apt,,Dublin,,Dublin city and suburbs,1,0.0,5,2.0,,344.0,,2017-07-22 12:50:32.480186,53.354531,-6.26755,0101000020E6100000E02D90A0F81119C08735954561AD4A40
4743392,1473,24483572,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,6,3.0,,359.0,,2017-07-22 12:50:32.477433,53.319741,-6.248424,0101000020E6100000802A6EDC62FE18C05D18E945EDA84A40
18488081,1473,128271474,Entire home/apt,,Dublin,,Dublin city and suburbs,1,0.0,8,4.0,,510.0,,2017-07-22 12:50:32.475201,53.344931,-6.246694,0101000020E61000004A7A185A9DFC18C03430F2B226AC4A40
3575882,1473,3336045,Entire home/apt,,Dublin,,Dublin city and suburbs,4,3.5,3,1.0,,504.0,,2017-07-22 12:50:32.472543,53.339856,-6.236058,0101000020E610000030D63730B9F118C0B8ACC26680AB4A40
11565151,1473,23192298,Entire home/apt,,Dublin,,Dublin city and suburbs,2,0.0,8,4.0,,359.0,,2017-07-22 12:50:32.469774,53.293153,-6.241456,0101000020E610000021B1DD3D40F718C0B5DC990986A54A40
11651390,1473,7069462,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,16,10.0,,480.0,,2017-07-22 12:50:32.467037,53.383918,-6.412775,0101000020E6100000F46C567DAEA619C0412C9B3924B14A40
4382103,1473,22754114,Entire home/apt,,Dublin,,Dublin city and suburbs,5,5.0,7,4.0,,342.0,,2017-07-22 12:50:32.464275,53.37146,-6.269638,0101000020E61000000F09DFFB1B1419C0D6E253008CAF4A40
15547159,1473,1250046,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,4,2.0,,358.0,,2017-07-22 12:50:32.460123,53.35263,-6.264423,0101000020E6100000A73D25E7C40E19C053CBD6FA22AD4A40
17662600,1473,103199151,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,6,3.0,,312.0,,2017-07-22 12:50:32.458103,53.334537,-6.22503,0101000020E6100000BC79AA436EE618C0A626C11BD2AA4A40
17457734,1473,117138209,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,4,2.0,,480.0,,2017-07-22 12:50:32.455453,53.348653,-6.229692,0101000020E6100000809C306134EB18C07E5358A9A0AC4A40
6300005,1473,2760855,Entire home/apt,,Dublin,,Dublin city and suburbs,20,5.0,6,3.0,,348.0,,2017-07-22 12:50:32.452812,53.320333,-6.2871,0101000020E6100000F5B9DA8AFD2519C02F6AF7AB00A94A40
5715946,1473,24850889,Entire home/apt,,Dublin,,Dublin city and suburbs,27,4.5,6,2.0,,420.0,,2017-07-22 12:50:32.450108,53.344971,-6.258241,0101000020E610000002F22554700819C0C2887D0228AC4A40
12260161,1473,35153427,Entire home/apt,,Dublin,,Dublin city and suburbs,39,5.0,6,2.0,,359.0,,2017-07-22 12:50:32.447995,53.341548,-6.257592,0101000020E61000004DD87E32C60719C0D20149D8B7AB4A40
17587963,1473,53658653,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,8,4.0,,359.0,,2017-07-22 12:50:32.445266,53.269467,-6.130121,0101000020E61000005D177E703E8518C0F52C08E57DA24A40
19699931,1473,22651658,Entire home/apt,,Dublin,,Dublin city and suburbs,0,0.0,6,4.0,,359.0,,2017-07-22 12:50:32.439398,53.287155,-6.136474,0101000020E610000068041BD7BF8B18C002F1BA7EC1A44A40
